Title,Summary,Company,Location,Salary
"Benefits Data Analysis & Reporting, VP","Minimum 3 years in corporate benefits, benefits consulting or health plan/health insurance field along with data analytics background....",JP Morgan Chase,"Jersey City, NJ 07310 (Downtown area)",Not available
PRINCIPAL DATA SCIENTIST,"There are many ways to explore and analyze data, and this drives the excitement and passion of data scientists at Janssen as many teams are eager to use data to...",Johnson & Johnson Family of Companies,"Raritan, NJ",Not available
Insights Scientist,"The team is made up of designers, creative technologists, data scientists, and producers. Write complex data flows using SQL, Spark, Scalding, R and Python...",Twitter,"New York, NY",Not available
Data Scientist – CIB Chief Data Science Office - VP,The Data Analytics team at JPMorgan Corporate Investment Bank combines cutting edge machine learning techniques with the company’s unique data assets to...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Machine Learning Scientist,"D in Engineering, Computer Science, Mathematics, Machine Learning or related fields with specialization in Computer Vision, Robotics, Machine Learning or Deep...",Amazon.com,"Seattle, WA",Not available
Data Scientist,"Demonstrated ability to effectively gather requirements, probe for deeper understanding, and translate deep technical concepts to non-technical as well as...",UnitedHealth Group,Puerto Rico,Not available
Internship – R&D Data Science Engineering Undergraduate Inte...,"At 3M, our data scientists work with and analyze data for many businesses and markets, including health information, worker safety, digital oral care, the power...",3M,"Maplewood, MN",Not available
Data Scientist - Global Research & Data Analytics - VP,The successful candidate will apply data analytics techniques from traditional statistics to data engineering and some machine learning for banking applications...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Citi Consumer Advanced Data & Analytics Associate,We collect and analyze data on a daily basis and are seeking data scientists with a passion for consumer insights to help us on our mission to develop the most...,Citi,"Wilmington, DE 19894",Not available
Quantitative Research Analyst,"Deep understanding and proven experience in building models using deep learning, machine learning and optimization methods to solve complex business problems....",Vanguard,"Malvern, PA 19355",Not available
"Senior Data Scientist, User Fraud","Coding skills for analytics and data manipulation (SQL, R, Python, Pandas, Scala). Ideally you have experience working at a large scale, global consumer product...",Spotify,"New York, NY 10011 (Chelsea area)",Not available
Data Engineer - QuantumBlack,"Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance...",McKinsey & Company,"Boston, MA",Not available
Game Data Scientist,"Statistical, machine learning, and Bayesian knowledge with statistical significance testing, A/B testing, and predictive analytics skills;...",Tilting Point,"New York, NY",Not available
Senior Data Scientist,Inspiring the whole Mars business to adopt data driven decision-making by developing advanced analytics methods using Machine Learning/AI is huge in your role....,Mars,"Mount Olive, NJ",Not available
Data Scientist Intern (Spring),"Prepare graphs or visualizations of processed data, spot trends, anomalies. Knowledge of Machine Learning is a plus....",KAYAK,"Cambridge, MA",Not available
Data Scientist Intern - Advertising Technology,"Staying current on published data mining, machine learning and modeling techniques and competing technologies and sharing these findings with scientists and...",Walmart eCommerce,"San Bruno, CA 94066",Not available
"Research Scientist, NLU Analytics","Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation,...",Amazon.com,"Cambridge, MA",Not available
"Data Scientist, Risk Associate","Minimum of three years of experience working with large data sets, machine learning techniques, or developing software for scientific applications (e.g....",Global Atlantic Financial Group,"New York, NY",Not available
U.S. Commercial Associate Data Scientist,"Analytics Execute analytics to support Multi-Channel, Patient, Payer/Provider, Life Cycle, Field Force, and Forecasting Determine the ideal methodology to apply...",Takeda Pharmaceutical,"Lexington, MA",Not available
Digital Data Scientist - Marketing Analyst,Expert proficiency in web analytics tools including Adobe Analytics. The Digital Data Scientist - ADOBE will be responsible for analyzing and identifying...,The Children's Place,"Secaucus, NJ",Not available
Data Scientist and Visualization Manager,"Masters or PhD degree in an analytical field such as Computer Vision, Computer Graphics, Climate or Environmental Science, Applied Math, Animation, Engineering,...",Apple,"Santa Clara Valley, CA",Not available
Data Science Professional,"Qualifying coursework may include-but is not limited to-data science, statistics, machine learning, optimization, numerical analysis, scientific programming,...",Freddie Mac,"McLean, VA 22102",Not available
"Data Scientist, Experimentation (Statistics)","You'll apply quantitative analysis, statistical techniques and data mining skills to understand the limitations of running hundreds of simultaneous experiments,...",Pinterest,"San Francisco, CA 94103 (South Of Market area)",Not available
"2019 Assoc. Spclst, Business Consulting","Known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal...",Merck USA,"Kenilworth, NJ",Not available
Full Time Online Course Mentor: Data Analysis,"Knowledge building and maintaining reports that pull data from multiple data sources. Data Analysis, Working with Databases, and Communication and...",General Assembly,"New York, NY",Not available
Senior Data Scientist,"Performs deep dive diagnostic, predictive and prescriptive analytics for customer behavioral segmentation, look-alike targeting, growth opportunity estimation...",Vanguard,"Malvern, PA 19355",Not available
